学齢,教科,単元名,学年,動画番号,動画ID,動画名,字幕ファイルURL
小学,算数(さんすう),計算のきまり,小４,4,3095,計算のきまり②練習,/subtitles/3095.vtt
小学,算数(さんすう),計算のきまり,小４,5,4494,分配のきまり,/subtitles/4494.vtt
小学,算数(さんすう),計算のきまり,小４,6,4495,交かんのきまり、結合のきまり,/subtitles/4495.vtt
小学,算数(さんすう),倍の見方と割合,小４,1,4508,くらべられる大きさをもとめる,/subtitles/4508.vtt
小学,算数(さんすう),倍の見方と割合,小４,2,4509,何倍かをもとめる,/subtitles/4509.vtt
小学,算数(さんすう),倍の見方と割合,小４,3,4498,もとにする大きさをもとめる,/subtitles/4498.vtt
小学,算数(さんすう),倍の見方と割合,小４,4,4510,割合,/subtitles/4510.vtt
小学,算数(さんすう),がい数（およその数）,小４,1,3157,がい数と四捨五入,/subtitles/3157.vtt
小学,算数(さんすう),がい数（およその数）,小４,2,3156,〇の位までのがい数で表す,/subtitles/3156.vtt
小学,算数(さんすう),がい数（およその数）,小４,3,3155,上から２けたのがい数で表す,/subtitles/3155.vtt
小学,算数(さんすう),がい数（およその数）,小４,4,3162,がい数の表すはんい,/subtitles/3162.vtt
小学,算数(さんすう),がい数（およその数）,小４,5,3161,以上、以下、未満,/subtitles/3161.vtt
小学,算数(さんすう),がい数（およその数）,小４,6,3160,がい数の文章題①足し算、引き算,/subtitles/3160.vtt
小学,算数(さんすう),がい数（およその数）,小４,7,3159,がい数の文章題②かけ算,/subtitles/3159.vtt
小学,算数(さんすう),がい数（およその数）,小４,8,3158,がい数の文章題③わり算,/subtitles/3158.vtt
小学,算数(さんすう),面積,小４,1,3101,広さを数えよう（面積）,/subtitles/3101.vtt
小学,算数(さんすう),面積,小４,2,3100,いろいろな形の面積,/subtitles/3100.vtt
小学,算数(さんすう),面積,小４,3,3098,長方形、正方形の面積,/subtitles/3098.vtt
小学,算数(さんすう),面積,小４,4,3099,長方形、正方形の面積：練習,/subtitles/3099.vtt
小学,算数(さんすう),面積,小４,5,3112,大きな面積①平方メートル,/subtitles/3112.vtt
小学,算数(さんすう),面積,小４,6,3111,大きな面積②：平方メートルと平方センチメートル,/subtitles/3111.vtt
小学,算数(さんすう),面積,小４,7,3110,大きな面積③：平方メートルと平方センチメートル：練習,/subtitles/3110.vtt
小学,算数(さんすう),面積,小４,8,3109,大きな面積④：平方キロメートル,/subtitles/3109.vtt
小学,算数(さんすう),面積,小４,9,3108,大きな面積⑤：アール（a）とヘクタール（ha）,/subtitles/3108.vtt
小学,算数(さんすう),面積,小４,10,3154,ふくざつなの面積,/subtitles/3154.vtt
小学,算数(さんすう),小数×整数,小４,1,3179,小数×整数,/subtitles/3179.vtt
小学,算数(さんすう),小数×整数,小４,2,3178,小数×整数：練習,/subtitles/3178.vtt
小学,算数(さんすう),小数×整数,小４,3,3177,小数×整数の筆算,/subtitles/3177.vtt
小学,算数(さんすう),小数×整数,小４,4,3176,小数×整数の筆算：練習①,/subtitles/3176.vtt
小学,算数(さんすう),小数×整数,小４,5,3175,小数×整数の筆算：練習②,/subtitles/3175.vtt
小学,算数(さんすう),小数÷整数,小４,1,3174,小数÷整数,/subtitles/3174.vtt
小学,算数(さんすう),小数÷整数,小４,2,3173,小数÷整数の筆算,/subtitles/3173.vtt
小学,算数(さんすう),小数÷整数,小４,3,3172,小数÷整数の筆算：練習①,/subtitles/3172.vtt
小学,算数(さんすう),小数÷整数,小４,4,3171,小数÷整数の筆算：練習②,/subtitles/3171.vtt
小学,算数(さんすう),小数÷整数,小４,5,3188,小数÷整数の筆算：÷２けた,/subtitles/3188.vtt
小学,算数(さんすう),小数÷整数,小４,6,3187,小数÷整数の筆算：わり切るまで計算する,/subtitles/3187.vtt
小学,算数(さんすう),小数÷整数,小４,7,3186,小数÷整数の筆算：がい数で答える,/subtitles/3186.vtt
小学,算数(さんすう),小数÷整数,小４,8,3185,小数÷整数の筆算：がい数で答える 練習,/subtitles/3185.vtt
小学,算数(さんすう),小数÷整数,小４,9,4502,小数倍①くらべられる数をもとめる,/subtitles/4502.vtt
小学,算数(さんすう),小数÷整数,小４,10,4503,小数倍②何倍かをもとめる,/subtitles/4503.vtt
小学,算数(さんすう),仮分数と帯分数,小４,1,3196,仮分数と真分数,/subtitles/3196.vtt
小学,算数(さんすう),仮分数と帯分数,小４,2,3195,帯分数,/subtitles/3195.vtt
小学,算数(さんすう),仮分数と帯分数,小４,3,3194,仮分数を帯分数にする,/subtitles/3194.vtt
小学,算数(さんすう),仮分数と帯分数,小４,4,3193,帯分数を仮分数にする,/subtitles/3193.vtt
小学,算数(さんすう),仮分数と帯分数,小４,5,4511,等しい分数,/subtitles/4511.vtt
小学,算数(さんすう),仮分数と帯分数,小４,6,3192,分数の足し算、引き算（仮分数）,/subtitles/3192.vtt
小学,算数(さんすう),仮分数と帯分数,小４,7,3191,分数の足し算（帯分数）,/subtitles/3191.vtt
小学,算数(さんすう),仮分数と帯分数,小４,8,3190,分数の足し算（帯分数）練習,/subtitles/3190.vtt
小学,算数(さんすう),仮分数と帯分数,小４,9,3189,分数の引き算（帯分数）,/subtitles/3189.vtt
小学,算数(さんすう),変わり方調べ,小４,1,4500,正三角形をならべる,/subtitles/4500.vtt
小学,算数(さんすう),変わり方調べ,小４,2,4501,正方形をならべる,/subtitles/4501.vtt
小学,算数(さんすう),直方体と立方体,小４,1,3201,立方体と直方体,/subtitles/3201.vtt
小学,算数(さんすう),直方体と立方体,小４,2,3200,立方体と直方体の面、辺、頂点,/subtitles/3200.vtt
小学,算数(さんすう),直方体と立方体,小４,3,3199,見取図をかく,/subtitles/3199.vtt
小学,算数(さんすう),直方体と立方体,小４,4,3198,直方体の展開図,/subtitles/3198.vtt
小学,算数(さんすう),直方体と立方体,小４,5,3197,立方体の展開図,/subtitles/3197.vtt
小学,算数(さんすう),直方体と立方体,小４,6,3203,辺の平行、垂直,/subtitles/3203.vtt
小学,算数(さんすう),直方体と立方体,小４,7,3202,面の平行、垂直,/subtitles/3202.vtt
小学,算数(さんすう),直方体と立方体,小４,8,4497,位置の表し方,/subtitles/4497.vtt
小学,算数(さんすう),整数と小数,小５,1,4543,整数と小数の位,/subtitles/4543.vtt
小学,算数(さんすう),整数と小数,小５,2,4544,小数×10、×100、×1000,/subtitles/4544.vtt
小学,算数(さんすう),整数と小数,小５,3,4545,小数÷10、÷100、÷1000,/subtitles/4545.vtt
小学,算数(さんすう),体積,小５,1,3207,体積,/subtitles/3207.vtt
小学,算数(さんすう),体積,小５,2,3206,直方体、立方体の体積,/subtitles/3206.vtt
小学,算数(さんすう),体積,小５,3,3205,直方体、立方体の体積：練習,/subtitles/3205.vtt
小学,算数(さんすう),体積,小５,4,4547,体積の求め方の工夫,/subtitles/4547.vtt
小学,算数(さんすう),体積,小５,5,3204,大きな立体の体積,/subtitles/3204.vtt
小学,算数(さんすう),体積,小５,6,4548,容積,/subtitles/4548.vtt
小学,算数(さんすう),体積,小５,7,3208,体積から辺の長さを求める,/subtitles/3208.vtt
小学,算数(さんすう),比例,小５,1,4549,比例,/subtitles/4549.vtt
小学,算数(さんすう),比例,小５,2,4550,いろいろな比例,/subtitles/4550.vtt
小学,算数(さんすう),小数×小数,小５,1,3216,整数×小数,/subtitles/3216.vtt
小学,算数(さんすう),小数×小数,小５,2,3215,小数×小数,/subtitles/3215.vtt
小学,算数(さんすう),小数×小数,小５,3,3214,小数×小数：練習,/subtitles/3214.vtt
小学,算数(さんすう),小数×小数,小５,4,3213,かける数と積の関係,/subtitles/3213.vtt
小学,算数(さんすう),小数×小数,小５,5,3212,小数×小数の筆算,/subtitles/3212.vtt
小学,算数(さんすう),小数×小数,小５,6,3211,小数×小数の筆算：練習,/subtitles/3211.vtt
小学,算数(さんすう),小数×小数,小５,7,3210,小数の入った面積や体積を求める,/subtitles/3210.vtt
小学,算数(さんすう),小数÷小数,小５,1,3224,小数÷小数,/subtitles/3224.vtt
小学,算数(さんすう),小数÷小数,小５,2,3223,小数÷小数：練習,/subtitles/3223.vtt
小学,算数(さんすう),小数÷小数,小５,3,3222,わる数と商の関係,/subtitles/3222.vtt
小学,算数(さんすう),小数÷小数,小５,4,3221,小数÷小数の筆算,/subtitles/3221.vtt
小学,算数(さんすう),小数÷小数,小５,5,3220,小数÷小数の筆算：練習,/subtitles/3220.vtt
小学,算数(さんすう),小数÷小数,小５,6,3219,小数÷小数（わりきるわり算）,/subtitles/3219.vtt
小学,算数(さんすう),小数÷小数,小５,7,3218,小数÷小数（概数で答える）,/subtitles/3218.vtt
小学,算数(さんすう),小数÷小数,小５,8,3217,小数÷小数（あまりのあるわり算）,/subtitles/3217.vtt
小学,算数(さんすう),合同な、内角,小５,1,3230,合同,/subtitles/3230.vtt
小学,算数(さんすう),合同な、内角,小５,2,3229,合同なの辺や角を求める,/subtitles/3229.vtt
小学,算数(さんすう),合同な、内角,小５,3,3228,合同な三角形をさがす,/subtitles/3228.vtt
小学,算数(さんすう),合同な、内角,小５,4,3227,三角形の内角の和,/subtitles/3227.vtt
小学,算数(さんすう),合同な、内角,小５,5,3226,三角形の内角を求める,/subtitles/3226.vtt
小学,算数(さんすう),合同な、内角,小５,6,3225,正三角形や二等辺三角形の内角,/subtitles/3225.vtt
小学,算数(さんすう),合同な、内角,小５,7,3232,四角形の内角の和,/subtitles/3232.vtt
小学,算数(さんすう),合同な、内角,小５,8,3231,多角形の内角の和,/subtitles/3231.vtt
小学,算数(さんすう),倍数と約数,小５,1,3236,偶数と奇数,/subtitles/3236.vtt
小学,算数(さんすう),倍数と約数,小５,2,3235,偶数と奇数に分ける,/subtitles/3235.vtt
小学,算数(さんすう),倍数と約数,小５,3,3234,倍数,/subtitles/3234.vtt
小学,算数(さんすう),倍数と約数,小５,4,3233,公倍数、最小公倍数,/subtitles/3233.vtt
小学,算数(さんすう),倍数と約数,小５,5,3250,公倍数、最小公倍数：練習,/subtitles/3250.vtt
小学,算数(さんすう),倍数と約数,小５,6,3265,大きな数の最小公倍数の求め方,/subtitles/3265.vtt
小学,算数(さんすう),倍数と約数,小５,7,3238,約数,/subtitles/3238.vtt
小学,算数(さんすう),倍数と約数,小５,8,3237,公約数、最大公約数,/subtitles/3237.vtt
小学,算数(さんすう),倍数と約数,小５,9,3241,公約数、最大公約数：練習,/subtitles/3241.vtt
小学,算数(さんすう),倍数と約数,小５,10,3240,大きな数の最大公約数の求め方,/subtitles/3240.vtt
小学,算数(さんすう),約分と通分,小５,1,3249,等しい分数,/subtitles/3249.vtt
小学,算数(さんすう),約分と通分,小５,2,3248,約分①,/subtitles/3248.vtt
小学,算数(さんすう),約分と通分,小５,3,3247,約分②,/subtitles/3247.vtt
小学,算数(さんすう),約分と通分,小５,4,3246,通分①,/subtitles/3246.vtt
小学,算数(さんすう),約分と通分,小５,5,3245,通分②,/subtitles/3245.vtt
小学,算数(さんすう),約分と通分,小５,6,3244,分数の足し算、引き算（通分あり）,/subtitles/3244.vtt
小学,算数(さんすう),約分と通分,小５,7,3243,帯分数の足し算（通分あり）,/subtitles/3243.vtt
小学,算数(さんすう),約分と通分,小５,8,3242,帯分数の引き算（通分あり）,/subtitles/3242.vtt
小学,算数(さんすう),分数と小数,小５,1,3254,商を分数で表す,/subtitles/3254.vtt
小学,算数(さんすう),分数と小数,小５,2,3253,分数を小数で表す,/subtitles/3253.vtt
小学,算数(さんすう),分数と小数,小５,3,3252,分数を小数（概数）で表す,/subtitles/3252.vtt
小学,算数(さんすう),分数と小数,小５,4,3251,小数を分数で表す,/subtitles/3251.vtt
小学,算数(さんすう),三角形・四角形の面積,小５,1,3264,三角形の面積の公式,/subtitles/3264.vtt
小学,算数(さんすう),三角形・四角形の面積,小５,2,3263,三角形の面積：練習,/subtitles/3263.vtt
小学,算数(さんすう),三角形・四角形の面積,小５,3,3262,平行四辺形の面積の公式,/subtitles/3262.vtt
小学,算数(さんすう),三角形・四角形の面積,小５,4,3261,平行四辺形の面積：練習,/subtitles/3261.vtt
