学齢,教科,単元名,学年,動画番号,動画ID,動画名,字幕ファイルURL
中学,社会,江戸の政治改革（江戸中期）,中２,2,2724,享保の改革,/subtitles/2724.vtt
中学,社会,江戸の政治改革（江戸中期）,中２,3,2725,田沼意次の政治,/subtitles/2725.vtt
中学,社会,江戸の政治改革（江戸中期）,中２,4,2726,貨幣経済への変化、寛政の改革,/subtitles/2726.vtt
中学,社会,江戸の政治改革（江戸中期）,中２,5,2727,産業の変化、天保の改革,/subtitles/2727.vtt
中学,社会,ヨーロッパの近代革命,中２,1,2728,絶対王政 編,/subtitles/2728.vtt
中学,社会,ヨーロッパの近代革命,中２,2,2729,絶対王政 後編,/subtitles/2729.vtt
中学,社会,ヨーロッパの近代革命,中２,3,2730,イギリス革命,/subtitles/2730.vtt
中学,社会,ヨーロッパの近代革命,中２,4,2731,アメリカ独立戦争,/subtitles/2731.vtt
中学,社会,ヨーロッパの近代革命,中２,5,2732,フランス革命 編,/subtitles/2732.vtt
中学,社会,ヨーロッパの近代革命,中２,6,2733,フランス革命 後編,/subtitles/2733.vtt
中学,社会,ヨーロッパの近代革命,中２,7,2734,産業革命①技術革新,/subtitles/2734.vtt
中学,社会,ヨーロッパの近代革命,中２,8,2735,産業革命②資本主義社会の成立,/subtitles/2735.vtt
中学,社会,ヨーロッパの近代革命,中２,9,2736,産業革命③資本主義社会への批判、社会背景,/subtitles/2736.vtt
中学,社会,ヨーロッパの近代革命,中２,10,2737,ドイツの成立、アメリカ南北戦争,/subtitles/2737.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,1,2738,アジアの植民地支配,/subtitles/2738.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,2,2739,ヨーロッパの中国進出①アヘン戦争,/subtitles/2739.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,3,2740,ヨーロッパの中国進出②太平天国、アロー戦争,/subtitles/2740.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,4,2742,せまるヨーロッパ諸国,/subtitles/2742.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,5,3648,日本の開国,/subtitles/3648.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,6,3647,安政の大獄、公武合体運動,/subtitles/3647.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,7,3649,尊王攘夷運動,/subtitles/3649.vtt
中学,社会,西欧のアジア進出と江戸幕府の滅亡,中２,8,3650,江戸幕府の終わり,/subtitles/3650.vtt
中学,社会,明治政府と文明開化,中２,1,3683,新政府の発足,/subtitles/3683.vtt
中学,社会,明治政府と文明開化,中２,2,3684,明治政府の政策,/subtitles/3684.vtt
中学,社会,明治政府と文明開化,中２,3,4447,明治政府の外交、西南戦争,/subtitles/4447.vtt
中学,社会,明治政府と文明開化,中２,4,4448,明治時代の日本の領土,/subtitles/4448.vtt
中学,社会,明治政府と文明開化,中２,5,3686,文明開化,/subtitles/3686.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,1,3693,自由民権運動,/subtitles/3693.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,2,3687,憲法の制定と議会の開設,/subtitles/3687.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,3,3688,不平等条約の改正,/subtitles/3688.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,4,3689,日清戦争,/subtitles/3689.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,5,3690,ヨーロッパのアフリカ・アジア進出、義和団事件,/subtitles/3690.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,6,3691,日露戦争,/subtitles/3691.vtt
中学,社会,憲法と議会の制定、日清・日露戦争,中２,7,3692,韓国併合、辛亥革命,/subtitles/3692.vtt
中学,社会,近代の産業と文化,中２,1,3729,近代産業の発展（殖産興業）,/subtitles/3729.vtt
中学,社会,近代の産業と文化,中２,2,3728,労働問題・社会問題の発生,/subtitles/3728.vtt
中学,社会,近代の産業と文化,中２,3,3730,明治の文化①学問と教育,/subtitles/3730.vtt
中学,社会,近代の産業と文化,中２,4,3731,明治の文化②文学と美術,/subtitles/3731.vtt
中学,社会,第一次世界大戦と国際社会,中３,1,3734,第一次世界大戦①背景 ヨーロッパの火薬庫,/subtitles/3734.vtt
中学,社会,第一次世界大戦と国際社会,中３,2,3733,第一次世界大戦②開戦,/subtitles/3733.vtt
中学,社会,第一次世界大戦と国際社会,中３,3,3732,第一次世界大戦③日本の参戦、終戦へ,/subtitles/3732.vtt
中学,社会,第一次世界大戦と国際社会,中３,4,3735,ロシア革命,/subtitles/3735.vtt
中学,社会,第一次世界大戦と国際社会,中３,5,3736,第一次世界大戦④講和、戦後処理,/subtitles/3736.vtt
中学,社会,第一次世界大戦と国際社会,中３,6,3737,アジアの独立運動,/subtitles/3737.vtt
中学,社会,大正デモクラシーと社会運動,中３,1,3738,大正期の政治①,/subtitles/3738.vtt
中学,社会,大正デモクラシーと社会運動,中３,2,3739,大正期の政治②,/subtitles/3739.vtt
中学,社会,大正デモクラシーと社会運動,中３,3,3740,大正期の社会運動、関東大震災,/subtitles/3740.vtt
中学,社会,大正デモクラシーと社会運動,中３,4,3741,大正期の文化,/subtitles/3741.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,1,3742,世界恐慌と各国の対応,/subtitles/3742.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,2,3744,全体主義の台頭,/subtitles/3744.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,3,3743,満州事変と軍部の台頭,/subtitles/3743.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,4,3747,日中戦争と戦時体制,/subtitles/3747.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,5,3748,第二次世界大戦①ヨーロッパ開戦,/subtitles/3748.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,6,3745,第二次世界大戦②太平洋戦争（アジア・太平洋戦線）,/subtitles/3745.vtt
中学,社会,全体主義から第二次世界大戦へ,中３,7,3746,第二次世界大戦③終戦へ,/subtitles/3746.vtt
中学,社会,戦後日本と冷戦,中３,1,3751,大戦後の世界：国際連合の発足,/subtitles/3751.vtt
中学,社会,戦後日本と冷戦,中３,2,3750,占領下の日本,/subtitles/3750.vtt
中学,社会,戦後日本と冷戦,中３,3,3749,日本国憲法の制定,/subtitles/3749.vtt
中学,社会,戦後日本と冷戦,中３,4,3755,冷戦①冷戦の始まり,/subtitles/3755.vtt
中学,社会,戦後日本と冷戦,中３,5,3754,冷戦②ドイツ、中国、朝鮮半島,/subtitles/3754.vtt
中学,社会,戦後日本と冷戦,中３,6,3753,アジア・アフリカ諸国の独立,/subtitles/3753.vtt
中学,社会,戦後日本と冷戦,中３,7,3752,日本の独立と国際社会への復帰,/subtitles/3752.vtt
中学,社会,戦後日本と冷戦,中３,8,4592,安保と55年体制,/subtitles/4592.vtt
中学,社会,冷戦の終結と現代社会,中３,1,3761,ベトナム戦争,/subtitles/3761.vtt
中学,社会,冷戦の終結と現代社会,中３,2,3760,冷戦の変化,/subtitles/3760.vtt
中学,社会,冷戦の終結と現代社会,中３,3,3759,冷戦の終結,/subtitles/3759.vtt
中学,社会,冷戦の終結と現代社会,中３,4,3757,湾岸戦争、イラク戦争,/subtitles/3757.vtt
中学,社会,冷戦の終結と現代社会,中３,5,3756,戦後日本の経済と外交,/subtitles/3756.vtt
中学,社会,現代社会と家族,中３,1,3797,人口減少と少子高齢社会,/subtitles/3797.vtt
中学,社会,現代社会と家族,中３,2,3796,日本の人口ピラミッド,/subtitles/3796.vtt
中学,社会,現代社会と家族,中３,3,3819,グローバル化,/subtitles/3819.vtt
中学,社会,現代社会と家族,中３,4,3800,情報化社会,/subtitles/3800.vtt
中学,社会,現代社会と家族,中３,5,3799,家族形態の変化,/subtitles/3799.vtt
中学,社会,日本国憲法,中３,1,3803,啓蒙思想と憲法,/subtitles/3803.vtt
中学,社会,日本国憲法,中３,2,3802,日本国憲法の成立,/subtitles/3802.vtt
中学,社会,日本国憲法,中３,3,3801,日本国憲法の三大原則,/subtitles/3801.vtt
中学,社会,日本国憲法,中３,4,3804,平和主義,/subtitles/3804.vtt
中学,社会,日本国憲法,中３,5,3808,憲法改正の手続き,/subtitles/3808.vtt
中学,社会,基本的人権,中３,1,3807,基本的人権（第11-13条）,/subtitles/3807.vtt
中学,社会,基本的人権,中３,2,3806,平等権、自由権、社会権（第14-29条）,/subtitles/3806.vtt
中学,社会,基本的人権,中３,3,3805,基本的人権を守るための権利、国民の三大義務,/subtitles/3805.vtt
中学,社会,基本的人権,中３,4,3810,新しい人権,/subtitles/3810.vtt
中学,社会,基本的人権,中３,5,3809,国際社会と人権,/subtitles/3809.vtt
中学,社会,国民主権と国会,中３,1,3813,民主主義と選挙の原則,/subtitles/3813.vtt
中学,社会,国民主権と国会,中３,2,3812,国会とそのしくみ,/subtitles/3812.vtt
中学,社会,国民主権と国会,中３,3,3811,衆議院・参議院と選挙,/subtitles/3811.vtt
中学,社会,国民主権と国会,中３,4,3815,国会の仕事,/subtitles/3815.vtt
中学,社会,国民主権と国会,中３,5,3814,世論と政党,/subtitles/3814.vtt
中学,社会,行政と内閣,中３,1,3842,行政と内閣①,/subtitles/3842.vtt
中学,社会,行政と内閣,中３,2,3843,行政と内閣②,/subtitles/3843.vtt
中学,社会,行政と内閣,中３,3,3817,内閣と省庁,/subtitles/3817.vtt
中学,社会,司法と裁判所,中３,1,3816,司法と裁判所,/subtitles/3816.vtt
中学,社会,司法と裁判所,中３,2,3822,裁判所の種類,/subtitles/3822.vtt
中学,社会,司法と裁判所,中３,3,3821,裁判官、裁判員制度,/subtitles/3821.vtt
中学,社会,司法と裁判所,中３,4,3820,三権分立,/subtitles/3820.vtt
中学,社会,地方自治,中３,1,3844,地方自治のしくみ①,/subtitles/3844.vtt
中学,社会,地方自治,中３,2,3845,地方自治のしくみ②,/subtitles/3845.vtt
中学,社会,地方自治,中３,3,3846,地方財政,/subtitles/3846.vtt
中学,社会,地方自治,中３,4,3847,地方の改革と住民参加,/subtitles/3847.vtt
中学,社会,消費と生活,中３,1,3868,家計と消費,/subtitles/3868.vtt
中学,社会,消費と生活,中３,2,3867,消費者の権利,/subtitles/3867.vtt
中学,社会,消費と生活,中３,3,3866,商品の流通と変化,/subtitles/3866.vtt
中学,社会,企業と生産,中３,1,3865,企業の種類,/subtitles/3865.vtt
中学,社会,企業と生産,中３,2,3864,株式会社のしくみ,/subtitles/3864.vtt
中学,社会,企業と生産,中３,3,3870,現代の企業①企業の国際化,/subtitles/3870.vtt
中学,社会,企業と生産,中３,4,3869,現代の企業②大企業と中小企業,/subtitles/3869.vtt
中学,社会,企業と生産,中３,5,3871,企業の独占,/subtitles/3871.vtt
中学,社会,仕事とはたらく環境,中３,1,3877,労働者の権利,/subtitles/3877.vtt
中学,社会,仕事とはたらく環境,中３,2,3876,労働三法,/subtitles/3876.vtt
中学,社会,仕事とはたらく環境,中３,3,3875,仕事と働く環境の変化①,/subtitles/3875.vtt
中学,社会,仕事とはたらく環境,中３,4,3874,仕事と働く環境の変化②,/subtitles/3874.vtt
中学,社会,経済と金融,中３,1,3873,経済と三主体,/subtitles/3873.vtt
中学,社会,経済と金融,中３,2,3872,貨幣のはたらき,/subtitles/3872.vtt
中学,社会,経済と金融,中３,3,3878,価格のきまり方①市場価格,/subtitles/3878.vtt
中学,社会,経済と金融,中３,4,3879,価格のきまり方②様々な価格,/subtitles/3879.vtt
中学,社会,経済と金融,中３,5,3886,さまざまな金融機関,/subtitles/3886.vtt
中学,社会,経済と金融,中３,6,3885,日本銀行,/subtitles/3885.vtt
中学,社会,経済と金融,中３,7,4588,為替（円高、円安）,/subtitles/4588.vtt
中学,社会,財政と景気,中３,1,3884,財政の役割,/subtitles/3884.vtt
中学,社会,財政と景気,中３,2,3883,日本の財政①歳出,/subtitles/3883.vtt
中学,社会,財政と景気,中３,3,3882,日本の財政②歳入,/subtitles/3882.vtt
中学,社会,財政と景気,中３,4,3881,景気変動,/subtitles/3881.vtt
中学,社会,財政と景気,中３,5,3880,財政政策と金融政策,/subtitles/3880.vtt
中学,社会,国民生活と福祉,中３,1,3943,社会保障,/subtitles/3943.vtt
中学,社会,国民生活と福祉,中３,2,3891,社会保障と財政,/subtitles/3891.vtt
中学,社会,国民生活と福祉,中３,3,3890,公害問題と対策,/subtitles/3890.vtt
中学,社会,国家と国際社会,中３,1,3889,主権国家と国際法,/subtitles/3889.vtt
中学,社会,国家と国際社会,中３,2,4874,日本の領土問題,/subtitles/4874.vtt
中学,社会,国家と国際社会,中３,3,3894,国際連合①成り立ち,/subtitles/3894.vtt
中学,社会,国家と国際社会,中３,4,3893,国際連合②組織と役割,/subtitles/3893.vtt
中学,社会,国家と国際社会,中３,5,4589,核兵器開発と軍縮,/subtitles/4589.vtt
中学,社会,国家と国際社会,中３,6,4590,現代の紛争,/subtitles/4590.vtt
中学,社会,国家と国際社会,中３,7,3892,広がる格差と国際社会の動揺,/subtitles/3892.vtt
中学,社会,国家と国際社会,中３,8,4591,地球温暖化と環境問題,/subtitles/4591.vtt
中学,英語,I am ～. You are ～.,中１,1,2823,I am ～.,/subtitles/2823.vtt
中学,英語,I am ～. You are ～.,中１,2,2824,You are ～.,/subtitles/2824.vtt
中学,英語,I am ～. You are ～.,中１,3,2825,You are ～.の疑問文,/subtitles/2825.vtt
中学,英語,I am ～. You are ～.,中１,4,2826,I am ～. You are ～.の否定文,/subtitles/2826.vtt
中学,英語,I am ～. You are ～.,中１,5,2827,I am ～. You are ～.の表現,/subtitles/2827.vtt
中学,英語,This is ～. He is ～.,中１,1,2828,This/That is ～.,/subtitles/2828.vtt
中学,英語,This is ～. He is ～.,中１,2,2829,"my, your",/subtitles/2829.vtt
中学,英語,This is ～. He is ～.,中１,3,2830,This/That is ～.の疑問文・否定文,/subtitles/2830.vtt
中学,英語,This is ～. He is ～.,中１,4,2831,What is ～?,/subtitles/2831.vtt
中学,英語,This is ～. He is ～.,中１,5,2832,be動詞とは,/subtitles/2832.vtt
中学,英語,This is ～. He is ～.,中１,6,2833,He/She is ～.,/subtitles/2833.vtt
中学,英語,This is ～. He is ～.,中１,7,2835,He/She is ～.の疑問文・否定文,/subtitles/2835.vtt
中学,英語,This is ～. He is ～.,中１,8,2834,Who is ～?,/subtitles/2834.vtt
中学,英語,This is ～. He is ～.,中１,9,2836,be動詞の使い分け,/subtitles/2836.vtt
中学,英語,日時・曜日・天気をきく,中１,1,2759,時間をたずねる：What time ～?,/subtitles/2759.vtt
中学,英語,日時・曜日・天気をきく,中１,2,2760,日付をたずねる：What is the date ～?,/subtitles/2760.vtt
中学,英語,日時・曜日・天気をきく,中１,3,2761,曜日をたずねる：What day is it ～?,/subtitles/2761.vtt
中学,英語,日時・曜日・天気をきく,中１,4,2762,天気をたずねる：How is the weather ～?,/subtitles/2762.vtt
中学,英語,一般動詞,中１,1,2837,一般動詞,/subtitles/2837.vtt
中学,英語,一般動詞,中１,2,2838,一般動詞の疑問文,/subtitles/2838.vtt
中学,英語,一般動詞,中１,3,2839,一般動詞の否定文,/subtitles/2839.vtt
中学,英語,一般動詞,中１,4,2840,What do you ～?,/subtitles/2840.vtt
中学,英語,冠詞、名詞の複数形,中１,1,2841,冠詞a/an,/subtitles/2841.vtt
中学,英語,冠詞、名詞の複数形,中１,2,2842,冠詞the,/subtitles/2842.vtt
中学,英語,冠詞、名詞の複数形,中１,3,2843,名詞の複数形,/subtitles/2843.vtt
中学,英語,冠詞、名詞の複数形,中１,4,2844,複数形の s のつけ方,/subtitles/2844.vtt
中学,英語,冠詞、名詞の複数形,中１,5,2845,変わった複数形、数えられない名詞,/subtitles/2845.vtt
中学,英語,冠詞、名詞の複数形,中１,6,2846,How many ～?,/subtitles/2846.vtt
中学,英語,人やものを表すことば（代名詞）,中１,1,2763,人やものを表す複数のかたち（主格の代名詞）,/subtitles/2763.vtt
中学,英語,人やものを表すことば（代名詞）,中１,2,2764,主語が複数のときのbe動詞,/subtitles/2764.vtt
中学,英語,人やものを表すことば（代名詞）,中１,3,2765,「～の」を表すかたち（所有格の代名詞）,/subtitles/2765.vtt
中学,英語,人やものを表すことば（代名詞）,中１,4,2766,「～の」を表すかたち：例文,/subtitles/2766.vtt
中学,英語,人やものを表すことば（代名詞）,中１,5,2767,「～を／に」を表すかたち（目的格の代名詞）,/subtitles/2767.vtt
中学,英語,人やものを表すことば（代名詞）,中１,6,2768,「～を／に」を表すかたち：例文,/subtitles/2768.vtt
中学,英語,人やものを表すことば（代名詞）,中１,7,2769,「～のもの」を表すかたち（所有代名詞）,/subtitles/2769.vtt
中学,英語,人やものを表すことば（代名詞）,中１,8,2770,人称代名詞まとめ,/subtitles/2770.vtt
中学,英語,三単現のs,中１,1,2774,三人称・単数・現在形のs,/subtitles/2774.vtt
中学,英語,三単現のs,中１,2,2775,三単現の s のつけ方,/subtitles/2775.vtt
中学,英語,三単現のs,中１,3,2776,三単現の疑問文,/subtitles/2776.vtt
中学,英語,三単現のs,中１,4,2777,三単現の否定文,/subtitles/2777.vtt
中学,英語,命令文・感嘆文,中１,1,334,命令文,/subtitles/334.vtt
中学,英語,命令文・感嘆文,中１,2,335,Don’t / Let’s / Please 〜.,/subtitles/335.vtt
中学,英語,命令文・感嘆文,中１,3,4451,おどろきを表すWhat 〜 !,/subtitles/4451.vtt
中学,英語,命令文・感嘆文,中１,4,4452,おどろきを表すHow 〜 !,/subtitles/4452.vtt
中学,英語,疑問詞,中１,1,2809,"疑問詞：what, who",/subtitles/2809.vtt
中学,英語,疑問詞,中１,2,2810,疑問詞：when,/subtitles/2810.vtt
中学,英語,疑問詞,中１,3,2811,疑問詞：where,/subtitles/2811.vtt
中学,英語,疑問詞,中１,4,2812,疑問詞：why,/subtitles/2812.vtt
中学,英語,疑問詞,中１,5,2813,疑問詞：which,/subtitles/2813.vtt
中学,英語,疑問詞,中１,6,2815,疑問詞：whose,/subtitles/2815.vtt
中学,英語,疑問詞,中１,7,2814,疑問詞：how,/subtitles/2814.vtt
中学,英語,疑問詞,中１,8,2816,主語をたずねる疑問文,/subtitles/2816.vtt
中学,英語,現在進行形,中１,1,1611,現在進行形,/subtitles/1611.vtt
中学,英語,現在進行形,中１,2,1612,ingのつけ方、進行形にしない動詞,/subtitles/1612.vtt
中学,英語,現在進行形,中１,3,1613,現在進行形の疑問文、否定文,/subtitles/1613.vtt
中学,英語,can：～できる,中１,1,2771,can：～できる,/subtitles/2771.vtt
中学,英語,can：～できる,中１,2,2772,canを使った疑問文,/subtitles/2772.vtt
中学,英語,can：～できる,中１,3,2773,canを使った否定文,/subtitles/2773.vtt
中学,英語,置詞,中１,1,4453,"置詞：from, to",/subtitles/4453.vtt
中学,英語,置詞,中１,2,4454,置詞：for,/subtitles/4454.vtt
中学,英語,置詞,中１,3,4455,"置詞：at, in",/subtitles/4455.vtt
中学,英語,置詞,中１,4,4456,"置詞：on, under",/subtitles/4456.vtt
中学,英語,置詞,中１,5,4457,置詞：by,/subtitles/4457.vtt
中学,英語,置詞,中１,6,4458,置詞を使った表現,/subtitles/4458.vtt
中学,英語,過去形（一般動詞）,中１,1,2847,過去を表す：一般動詞の過去形,/subtitles/2847.vtt
中学,英語,過去形（一般動詞）,中１,2,2848,ed のつけ方,/subtitles/2848.vtt
中学,英語,過去形（一般動詞）,中１,3,2849,不規則変化の動詞,/subtitles/2849.vtt
中学,英語,過去形（一般動詞）,中１,4,2850,一般動詞の過去形：疑問文,/subtitles/2850.vtt
中学,英語,過去形（一般動詞）,中１,5,2851,一般動詞の過去形：否定文,/subtitles/2851.vtt
中学,英語,過去形（一般動詞）,中１,6,2852,過去形と疑問詞,/subtitles/2852.vtt
中学,英語,過去形（be動詞）、過去進行形,中２中１,1,2789,be動詞の過去形,/subtitles/2789.vtt
中学,英語,過去形（be動詞）、過去進行形,中２中１,2,2790,be動詞の過去形：疑問文と否定文,/subtitles/2790.vtt
中学,英語,過去形（be動詞）、過去進行形,中２中１,3,2791,過去進行形,/subtitles/2791.vtt
中学,英語,過去形（be動詞）、過去進行形,中２中１,4,2792,過去進行形：疑問文と否定文,/subtitles/2792.vtt
中学,英語,未来を表す文,中２中１,1,2819,未来を表す① be going to,/subtitles/2819.vtt
中学,英語,未来を表す文,中２中１,2,2820,be going to の疑問文と否定文,/subtitles/2820.vtt
中学,英語,未来を表す文,中２中１,3,2821,未来を表す② will,/subtitles/2821.vtt
中学,英語,未来を表す文,中２中１,4,2822,will の疑問文と否定文,/subtitles/2822.vtt
中学,英語,接続詞,中２,1,4459,接続詞とは,/subtitles/4459.vtt
中学,英語,接続詞,中２,2,4460,"接続詞：and, or",/subtitles/4460.vtt
中学,英語,接続詞,中２,3,4461,"接続詞：but, so",/subtitles/4461.vtt
中学,英語,接続詞,中２,4,4462,接続詞：because,/subtitles/4462.vtt
中学,英語,接続詞,中２,5,4463,接続詞：when,/subtitles/4463.vtt
中学,英語,接続詞,中２,6,4464,接続詞：if,/subtitles/4464.vtt
中学,英語,接続詞,中２,7,4465,接続詞：that,/subtitles/4465.vtt
中学,英語,助動詞,中２,1,290,"助動詞：must, have to",/subtitles/290.vtt
中学,英語,助動詞,中２,2,2853,"must, have toの疑問文、否定文",/subtitles/2853.vtt
中学,英語,助動詞,中２,3,291,助動詞：may,/subtitles/291.vtt
中学,英語,助動詞,中２,4,292,助動詞：should,/subtitles/292.vtt
中学,英語,助動詞,中２,5,2854,助動詞：shall,/subtitles/2854.vtt
中学,英語,助動詞,中２,6,2855,"can, will を使った表現",/subtitles/2855.vtt
中学,英語,There is/There are ～.,中２中１,1,2793,There is/are ～.,/subtitles/2793.vtt
中学,英語,There is/There are ～.,中２中１,2,2794,There is/are ～.の疑問文,/subtitles/2794.vtt
中学,英語,There is/There are ～.,中２中１,3,2795,There is/are ～.の否定文,/subtitles/2795.vtt
中学,英語,There is/There are ～.,中２中１,4,2796,There is/are ～.を使った表現,/subtitles/2796.vtt
中学,英語,～すること（動名詞と不定詞）,中２,1,2797,～すること：動名詞,/subtitles/2797.vtt
中学,英語,～すること（動名詞と不定詞）,中２,2,2798,～すること：不定詞（名詞的用法）,/subtitles/2798.vtt
中学,英語,～すること（動名詞と不定詞）,中２,3,2799,動名詞と不定詞のちがい,/subtitles/2799.vtt
中学,英語,不定詞,中２,1,349,不定詞（名詞的用法）,/subtitles/349.vtt
中学,英語,不定詞,中２,2,2856,形容詞の役割,/subtitles/2856.vtt
中学,英語,不定詞,中２,3,350,不定詞の形容詞的用法,/subtitles/350.vtt
中学,英語,不定詞,中２,4,2857,副詞の役割,/subtitles/2857.vtt
中学,英語,不定詞,中２,5,351,不定詞の副詞的用法,/subtitles/351.vtt
中学,英語,不定詞,中２,6,4466,感情の原因を表す不定詞とthat節,/subtitles/4466.vtt
中学,英語,比較,中２,1,353,比較級,/subtitles/353.vtt
中学,英語,比較,中２,2,2859,比較級：er のつけ方,/subtitles/2859.vtt
中学,英語,比較,中２,3,2858,最上級,/subtitles/2858.vtt
中学,英語,比較,中２,4,2860,最上級：in と of の使い分け,/subtitles/2860.vtt
中学,英語,比較,中２,5,354,"more, mostを使った比較級、最上級",/subtitles/354.vtt
中学,英語,比較,中２,6,355,不規則な比較級と最上級,/subtitles/355.vtt
中学,英語,比較,中２,7,357,as ～ as …（…と同じくらい～）,/subtitles/357.vtt
中学,英語,比較,中２,8,356,"likeとbetter, best",/subtitles/356.vtt
中学,英語,受動態（受け身）,中３中２,1,1615,受動態の文,/subtitles/1615.vtt
中学,英語,受動態（受け身）,中３中２,2,1616,受動態の疑問文と否定文,/subtitles/1616.vtt
中学,英語,受動態（受け身）,中３中２,3,1617,過去分詞,/subtitles/1617.vtt
中学,英語,受動態（受け身）,中３中２,4,1618,目的語が２つある文,/subtitles/1618.vtt
中学,英語,受動態（受け身）,中３中２,5,1619,byを使わない受動態,/subtitles/1619.vtt
中学,英語,現在完了,中３中２,1,344,現在完了形,/subtitles/344.vtt
中学,英語,現在完了,中３中２,2,345,現在完了形 疑問文と否定文,/subtitles/345.vtt
中学,英語,現在完了,中３中２,3,346,現在完了 継続,/subtitles/346.vtt
中学,英語,現在完了,中３中２,4,347,現在完了 完了,/subtitles/347.vtt
中学,英語,現在完了,中３中２,5,348,現在完了 経験,/subtitles/348.vtt
中学,英語,現在完了,中３中２,6,4467,現在完了進行形,/subtitles/4467.vtt
中学,英語,文型,中３,1,1607,文の要素,/subtitles/1607.vtt
中学,英語,文型,中３,2,1608,英語の文型,/subtitles/1608.vtt
中学,英語,文型,中３,3,1609,目的語が２つある文①,/subtitles/1609.vtt
中学,英語,文型,中３,4,4468,目的語が２つある文②,/subtitles/4468.vtt
中学,英語,文型,中３,5,1610,目的語と補語のある文,/subtitles/1610.vtt
中学,英語,いろいろな疑問文,中３,1,1603,否定疑問文,/subtitles/1603.vtt
中学,英語,いろいろな疑問文,中３,2,1604,付加疑問文,/subtitles/1604.vtt
中学,英語,いろいろな疑問文,中３,3,1605,間接疑問文①,/subtitles/1605.vtt
中学,英語,いろいろな疑問文,中３,4,1606,間接疑問文②,/subtitles/1606.vtt
中学,英語,不定詞の構文,中３,1,1589,It is ～ + for 人 + to不定詞,/subtitles/1589.vtt
中学,英語,不定詞の構文,中３,2,1590,ask + 人 + to不定詞,/subtitles/1590.vtt
中学,英語,不定詞の構文,中３,3,1591,疑問詞 + to不定詞,/subtitles/1591.vtt
中学,英語,不定詞の構文,中３,4,1592,too ～ to不定詞,/subtitles/1592.vtt
中学,英語,不定詞の構文,中３,5,1593,～enough + to不定詞,/subtitles/1593.vtt
中学,英語,不定詞の構文,中３,6,4469,let + 人 +不定詞（原形不定詞）,/subtitles/4469.vtt
中学,英語,分詞,中３,1,358,分詞とは,/subtitles/358.vtt
中学,英語,分詞,中３,2,359,現在／過去分詞の使い分け,/subtitles/359.vtt
中学,英語,分詞,中３,3,360,分詞の語順（後置修飾）,/subtitles/360.vtt
中学,英語,関係代名詞,中３,1,361,関係代名詞とは,/subtitles/361.vtt
中学,英語,関係代名詞,中３,2,362,主格の関係代名詞,/subtitles/362.vtt
中学,英語,関係代名詞,中３,3,363,目的格の関係代名詞,/subtitles/363.vtt
中学,英語,関係代名詞,中３,4,364,所有格の関係代名詞,/subtitles/364.vtt
中学,英語,関係代名詞,中３,5,365,関係代名詞のまとめ,/subtitles/365.vtt
中学,英語,仮定法,中３,1,4470,wishを使った仮定法,/subtitles/4470.vtt
中学,英語,仮定法,中３,2,4471,be動詞を使った仮定法,/subtitles/4471.vtt
中学,英語,仮定法,中３,3,4472,ifを使った仮定法,/subtitles/4472.vtt
高校,数学,式と計算,高校,1,3502,整式と次数,/subtitles/3502.vtt
高校,数学,式と計算,高校,2,3503,同類項をまとめる、降べきの順に整理する,/subtitles/3503.vtt
高校,数学,式と計算,高校,3,3504,整式の加法と減法,/subtitles/3504.vtt
高校,数学,式と計算,高校,4,3505,整式の乗法（指数法則）,/subtitles/3505.vtt
高校,数学,式と計算,高校,5,3506,多項式の展開,/subtitles/3506.vtt
高校,数学,式と計算,高校,6,3507,展開の公式①,/subtitles/3507.vtt
高校,数学,式と計算,高校,7,3508,展開の公式②(ax+b)(cx+d),/subtitles/3508.vtt
高校,数学,式と計算,高校,8,3509,おきかえを使った展開①,/subtitles/3509.vtt
高校,数学,式と計算,高校,9,3510,おきかえを使った展開②(a+b+c)^2,/subtitles/3510.vtt
高校,数学,式と計算,高校,10,3511,展開の公式③三次式の展開,/subtitles/3511.vtt
高校,数学,因数分解,高校,1,3512,因数分解（共通因数）,/subtitles/3512.vtt
高校,数学,因数分解,高校,2,3513,公式を使った因数分解,/subtitles/3513.vtt
高校,数学,因数分解,高校,3,3514,たすきがけを使った因数分解,/subtitles/3514.vtt
